Date,Close,High,Low,Open,Volume,Returns,Log_Returns,SMA_10,SMA_20,SMA_50,EMA_12,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,BB_Width,Volume_SMA,Volume_Ratio,Volatility,High_Low_Ratio,Close_Open_Ratio,Close_Lag_1,Volume_Lag_1,Close_Lag_2,Volume_Lag_2,Close_Lag_3,Volume_Lag_3,Close_Lag_5,Volume_Lag_5,Close_Lag_10,Volume_Lag_10,Rolling_Mean_5,Rolling_Std_5,Target_Binary,Target_Multi
2025-09-02,229.49752807617188,230.62643860177437,226.75019132336067,229.02798202980685,44075600,-0.010424709383172748,-0.010479427277002538,228.83916168212892,226.81006774902343,215.75119537353515,228.5631440419317,50.14702656100255,4.566144397959022,4.861063448022037,-0.2949190500630152,226.81006774902343,241.74015562942697,211.8799798686199,29.860175760807067,54130545.0,0.8142463742051738,0.017741808425971905,0.016890148277009527,0.002050168901649388,231.91517639160156,39418400.0,232.33477783203125,38074700.0,230.26678466796875,31259500.0,226.94000244140625,30983100.0,230.66639709472656,37476200.0,230.6204376220703,1.4448108749024855,1,4
2025-09-03,238.2390594482422,238.6186963224971,234.133039090421,236.98028515930878,66427800,0.038089871578786294,0.037382362478189754,229.6293960571289,228.5973373413086,216.49444366455077,230.05204342914658,58.8988955743114,5.000296311499767,4.888910020717583,0.11138629078218365,228.5973373413086,239.20278403351097,217.9918906491062,21.210893384404756,55244180.0,1.2024397864173204,0.018971042239339046,0.018828387093471646,0.0053117257753623045,229.49752807617188,44075600.0,231.91517639160156,39418400.0,232.33477783203125,38074700.0,229.08792114257812,54575100.0,230.3367156982422,39402600.0,232.45066528320314,3.4386057919371473,1,3
2025-09-04,239.5477752685547,239.66765417218173,236.51072617258424,238.21906152531412,47549400,0.005493288226302795,0.0054782551474289055,231.00506286621095,229.93462829589845,217.2878155517578,231.51317188502594,61.80835358045558,5.387859371176262,4.988699890809319,0.3991594803669427,229.93462829589845,238.74741452764766,221.12184206414923,17.62557246349843,52197495.0,0.9109517611908388,0.01610849004188262,0.013178698888179128,0.005577696993401074,238.2390594482422,66427800.0,229.49752807617188,44075600.0,231.91517639160156,39418400.0,230.26678466796875,31259500.0,225.79110717773438,42263900.0,234.3068634033203,4.349376894059719,0,2
2025-09-05,239.45787048339844,241.08629675958926,238.25903569310344,239.76756781945676,54870400,-0.00037531045761318715,-0.00037538090420976503,232.48263092041014,230.92913589477538,218.05424255371094,232.73560780644738,64.19063847276868,5.6229336445152,5.1155466415504955,0.5073870029647045,230.92913589477538,239.29382510375515,222.56444668579562,16.729378417959538,50429775.0,1.0880556179360308,0.014969332930876876,0.011806924787138417,-0.001291656494140694,239.5477752685547,47549400.0,238.2390594482422,66427800.0,229.49752807617188,44075600.0,232.33477783203125,38074700.0,224.68218994140625,30621200.0,235.73148193359376,4.694794460912492,0,1
2025-09-08,237.64962768554688,239.91741830634814,236.11111057683257,239.06825064349684,48999500,-0.007551402650500583,-0.007580058845623845,233.49365234375,231.36821060180665,218.79568084716797,233.49170224242695,61.78753066952941,5.5987823403849575,5.212193781317389,0.38658855906756884,231.36821060180665,240.1869665551268,222.54945464848652,17.63751190664027,47187050.0,1.038409902716953,0.012226000630800631,0.01601646830497877,-0.005933966363711933,239.45787048339844,54870400.0,239.5477752685547,47549400.0,238.2390594482422,66427800.0,231.91517639160156,39418400.0,227.53941345214844,42477800.0,236.8783721923828,4.2042445495067176,0,0
2025-09-09,234.123046875,238.5487492683241,233.13400016518182,236.77047435136637,66313900,-0.014839412310012845,-0.014950617910709828,234.2119567871094,231.7263641357422,219.46499084472657,233.58884211959554,55.7686522646995,5.234733905363157,5.216701806126543,0.018032099236614307,231.7263641357422,240.37142091520622,223.08130735627816,17.290113558928056,47412440.0,1.398660351587052,0.01259495984072406,0.023127791883014594,-0.011181408845925625,237.64962768554688,48999500.0,239.45787048339844,54870400.0,239.5477752685547,47549400.0,229.49752807617188,44075600.0,226.94000244140625,30983100.0,237.80347595214843,2.2101222722606515,0,0
2025-09-10,226.5703582763672,232.19491077497392,225.73117543382176,231.96513778704139,83440800,-0.03225948363240483,-0.032791289244217724,233.96020050048827,231.58350296020507,219.9016192626953,232.5089819350561,51.087572721003916,4.287362007886912,5.030833846478617,-0.743471838591705,231.58350296020507,240.479304355976,222.68770156443412,17.79160279154189,48803170.0,1.709741395897029,0.01448055117635324,0.028528600962301476,-0.023256854724553244,234.123046875,66313900.0,237.64962768554688,48999500.0,239.45787048339844,54870400.0,238.2390594482422,66427800.0,229.08792114257812,54575100.0,235.46973571777343,5.438291187531861,1,4
2025-09-11,229.80722045898438,230.22681187017153,226.43048902665416,226.66027725307507,50208600,0.014286344459361722,0.014185256289725688,233.91424407958985,231.41866226196288,220.3500961303711,232.0932958880645,56.75177903751055,3.7544714702110014,4.775561371225094,-1.0210899010140926,231.41866226196288,240.31800944349771,222.51931508042804,17.79869436306967,47819675.0,1.0499569476371389,0.014380860677151825,0.016519597756481003,0.013883964336616532,226.5703582763672,83440800.0,234.123046875,66313900.0,237.64962768554688,48999500.0,239.5477752685547,47549400.0,230.26678466796875,31259500.0,233.52162475585936,5.356258839903576,1,4
2025-09-12,233.84332275390625,234.28288383192944,228.79821036620638,228.9980136278554,55824200,0.017562991653877313,0.017410544677714683,234.06509857177736,231.48310012817382,220.78708923339843,232.36254747140524,58.05465969002858,3.6161469132767934,4.543678479635434,-0.927531566358641,231.48310012817382,240.435582453097,222.53061780325064,17.904964649846363,48015070.0,1.1626391464179893,0.014933003982312301,0.023454479696626035,0.021158738668908047,229.80722045898438,50208600.0,226.5703582763672,83440800.0,234.123046875,66313900.0,239.45787048339844,54870400.0,232.33477783203125,38074700.0,232.39871520996093,4.281293089215372,1,4
2025-09-15,236.47076416015625,237.95932665324483,234.80238330570734,236.77047667310174,42699500,0.011235905200573493,0.011173251296468912,234.52065734863282,231.73835296630858,221.2544778442383,232.9946139420998,61.57767209842712,3.6761597866813247,4.370174741044613,-0.6940149543632881,231.73835296630858,240.96369443950346,222.5130114931137,18.450682946389747,47348110.0,0.9018205795331641,0.015063297381186756,0.01335024800528562,-0.0012658356614253454,233.84332275390625,55824200.0,229.80722045898438,50208600.0,226.5703582763672,83440800.0,237.64962768554688,48999500.0,231.91517639160156,39418400.0,232.1629425048828,3.9385733155317983,1,3
